GeneLabel,EmpiricalSpearman,SA_CorrectedPval,FDRandSA_Corrected
label,-0.1745214521452145,0.403,0.6338533199195171
A1BG,-0.3597959795979597,0.283,0.5379890564202334
A1BG-AS1,-0.2116651665166516,0.325,0.5746494005881022
A2M,0.0038523852385238,0.981,0.9889066993358695
A2ML1,0.0338313831383138,0.7,0.8354045801526718
A3GALT2,0.1411341134113411,0.14,0.393591080740874
A4GALT,0.0078127812781278,0.961,0.9789076101120666
AAAS,0.3257245724572457,0.15,0.4060076177285319
AACS,-0.1705250525052505,0.357,0.5996924895240141
AADACL3,0.0889768976897689,0.473,0.6850284390921723
AADAT,-0.11009900990099,0.489,0.6973479886892274
AAED1,-0.2399279927992799,0.307,0.5582921949517273
AAGAB,-0.0512451245124512,0.747,0.8634184533491055
AAK1,0.3722052205220522,0.127,0.37661570561456753
AAMDC,-0.3963276327632763,0.011,0.13637906423473434
AAMP,-0.2553975397539754,0.023,0.18525605358062855
AANAT,0.056069606960696,0.556,0.7421878415300547
AAR2,0.0966456645664566,0.397,0.628972233481962
AARD,0.4422322232223222,0.04,0.23377943925233646
AARS,-0.0203180318031803,0.934,0.9651765483508494
AARS2,0.3561716171617161,0.257,0.5137371180155991
AASDH,0.4216141614161416,0.185,0.443194912657064
AASDHPPT,0.1192919291929192,0.354,0.5975422155042107
AASS,-0.2875727572757275,0.191,0.4491042261994285
AATF,-0.2895649564956495,0.3,0.5516584333098095
AATK,0.164020402040204,0.321,0.5699618398637137
ABAT,0.1243684368436843,0.704,0.8374932278192055
ABCA1,-0.2069366936693669,0.281,0.5362082265348469
ABCA10,0.3133873387338733,0.01,0.13226734348561758
ABCA11P,0.1429822982298229,0.453,0.6699018161180477
ABCA2,-0.1142874287428742,0.263,0.5194216776149571
ABCA3,-0.2448244824482448,0.052,0.25956832694763726
ABCA5,0.61008100810081,0.0,0.0
ABCA6,0.4762076207620762,0.039,0.23104433497536947
ABCA7,0.2772637263726372,0.248,0.5062982501958736
ABCA8,-0.0024122412241224,0.986,0.9915813714138686
ABCA9,0.4659105910591059,0.049,0.2547608912537413
ABCB1,0.2664026402640264,0.16,0.4163515312916112
ABCB10,0.556075607560756,0.0,0.0
ABCB6,-0.3925352535253524,0.087,0.32277123872804936
ABCB7,0.3944554455445544,0.056,0.267411117898595
ABCB8,-0.2651665166516651,0.117,0.3657624475104979
ABCB9,0.2987698769876987,0.079,0.3097782794080763
ABCC1,0.5078547854785478,0.001,0.04236856368563686
ABCC10,0.204068406840684,0.119,0.36760442600276627
ABCC12,-0.2066606660666066,0.314,0.5647159783734039
ABCC5,0.4829282928292828,0.051,0.25803689320388346
ABCC6,-0.4421482148214821,0.002,0.06278714859437752
ABCC8,0.5034863486348634,0.008,0.12142912621359223
ABCC9,-0.2599699969996999,0.311,0.5621010404624277
ABCD2,0.35012301230123,0.197,0.45500044319692723
ABCD3,-0.091053105310531,0.436,0.657384897289999
ABCD4,0.0878127812781278,0.521,0.7196778582788479
ABCE1,-0.1422502250225022,0.406,0.6358849929873773
ABCF1,-0.2536933693369336,0.169,0.42546634460547506
ABCF2,0.0455925592559255,0.868,0.9330522552255226
ABCF3,-0.2007560756075607,0.253,0.5103086053412462
ABCG1,0.2206900690069006,0.436,0.657384897289999
ABCG2,0.2417161716171617,0.153,0.40895913831424174
ABCG4,0.3124872487248725,0.147,0.4022751619114301
ABCG8,-0.0058805880588058,0.96,0.9782714118107158
ABHD1,-0.4222742274227422,0.033,0.2126636438582028
ABHD10,0.1071227122712271,0.653,0.8072910011070694
ABHD11,0.1856705670567056,0.411,0.6389155811872327
ABHD12,0.159075907590759,0.621,0.7854946601941747
ABHD12B,-0.2592499249924992,0.522,0.7202319301032566
ABHD13,0.5038583858385838,0.001,0.04236856368563686
ABHD14A,0.3138553855385538,0.02,0.17635645798082347
ABHD14B,0.0963336333633363,0.377,0.6149210224308815
ABHD16A,0.1168196819681968,0.334,0.5809051062409613
ABHD16B,0.0023642364236423,0.989,0.9928101964813149
ABHD17A,0.288976897689769,0.328,0.5764413313907879
ABHD17B,0.2626942694269427,0.031,0.20845333333333335
ABHD17C,-0.1951395139513951,0.381,0.6176435089174617
ABHD18,0.184014401440144,0.428,0.6518608865075499
ABHD2,-0.4227902790279027,0.031,0.20845333333333335
ABHD3,0.1506990699069907,0.544,0.734256755590089
